images//000.png,0.017210
images//001.png,0.017419
images//002.png,0.016946
images//003.png,0.040540
images//004.png,0.017139
images//005.png,0.016815
images//006.png,0.017214
images//007.png,0.017033
images//008.png,0.016651
images//009.png,0.017260
images//010.png,0.020199
images//011.png,0.016940
images//012.png,0.017175
images//013.png,0.016714
images//014.png,0.017419
images//015.png,0.017136
images//016.png,0.016957
images//017.png,0.017709
images//018.png,0.017163
images//019.png,0.016809
images//020.png,0.017243
images//021.png,0.017107
images//022.png,0.017087
images//023.png,0.017010
images//024.png,0.017858
images//025.png,0.017028
images//026.png,0.020298
images//027.png,0.017557
images//028.png,0.016992
images//029.png,0.017449
images//030.png,0.017839
images//031.png,0.016769
images//032.png,0.037633
images//033.png,0.017611
images//034.png,0.017483
images//035.png,0.016943
images//036.png,0.017804
images//037.png,0.017666
images//038.png,0.017146
images//039.png,0.016432
images//040.png,0.016849
images//041.png,0.016971
images//042.png,0.016531
images//043.png,0.017084
images//044.png,0.016669
images//045.png,0.016870
images//046.png,0.016595
images//047.png,0.016842
images//048.png,0.017417
images//049.png,0.016731
images//050.png,0.016601
images//051.png,0.016626
images//052.png,0.016651
images//053.png,0.016879
images//054.png,0.016649
images//055.png,0.016662
images//056.png,0.025931
images//057.png,0.016814
images//058.png,0.017101
images//059.png,0.016768
images//060.png,0.016621
images//061.png,0.028851
images//062.png,0.017080
images//063.png,0.017153
images//064.png,0.016692
images//065.png,0.046731
images//066.png,0.017113
images//067.png,0.017124
images//068.png,0.017105
images//069.png,0.017485
images//070.png,0.017291
images//071.png,0.016885
images//072.png,0.016875
images//073.png,0.016967
images//074.png,0.017164
images//075.png,0.016889
images//076.png,0.017007
images//077.png,0.016945
images//078.png,0.016605
images//079.png,0.016755
images//080.png,0.017632
images//081.png,0.016941
images//082.png,0.017018
images//083.png,0.016522
images//084.png,0.016572
images//085.png,0.016812
images//086.png,0.016630
images//087.png,0.024148
images//088.png,0.016602
images//089.png,0.016395
images//090.png,0.017007
images//091.png,0.016698
images//092.png,0.017085
images//093.png,0.016905
images//094.png,0.025127
images//095.png,0.016907
images//096.png,0.016950
images//097.png,0.039386
images//098.png,0.016877
images//099.png,0.017363
images//100.png,0.016644
images//101.png,0.016824
images//102.png,0.016602
images//103.png,0.016470
images//104.png,0.016592
images//105.png,0.017976
images//106.png,0.016758
images//107.png,0.016919
images//108.png,0.016870
images//109.png,0.016964
images//110.png,0.016559
images//111.png,0.016507
images//112.png,0.017485
images//113.png,0.017091
images//114.png,0.016492
images//115.png,0.016487
images//116.png,0.016955
images//117.png,0.017028
images//118.png,0.016605
images//119.png,0.016696
images//120.png,0.016645
images//121.png,0.016709
images//122.png,0.016936
images//123.png,0.016607
images//124.png,0.016743
images//125.png,0.016528
images//126.png,0.016499
images//127.png,0.017030
images//128.png,0.017093
images//129.png,0.016903
images//130.png,0.017067
images//131.png,0.016853
images//132.png,0.016982
images//133.png,0.017619
images//134.png,0.016929
images//135.png,0.016864
images//136.png,0.016815
images//137.png,0.016944
images//138.png,0.016658
images//139.png,0.016901
images//140.png,0.016855
images//141.png,0.016882
images//142.png,0.017020
images//143.png,0.017030
images//144.png,0.017035
images//145.png,0.016652
images//146.png,0.017055
images//147.png,0.017077
images//148.png,0.016559
images//149.png,0.016426
images//150.png,0.016731
images//151.png,0.016729
images//152.png,0.016491
images//153.png,0.016672
images//154.png,0.017460
images//155.png,0.016629
images//156.png,0.016547
images//157.png,0.016815
images//158.png,0.016678
images//159.png,0.016696
images//160.png,0.016521
images//161.png,0.016613
images//162.png,0.018744
images//163.png,0.016778
images//164.png,0.016699
images//165.png,0.021163
images//166.png,0.016980
images//167.png,0.016487
images//168.png,0.017120
images//169.png,0.017102
images//170.png,0.016993
images//171.png,0.016866
images//172.png,0.016623
images//173.png,0.017058
images//174.png,0.016616
images//175.png,0.016866
images//176.png,0.016673
images//177.png,0.017098
images//178.png,0.017056
images//179.png,0.016822
images//180.png,0.016814
images//181.png,0.016469
images//182.png,0.017019
images//183.png,0.016956
images//184.png,0.024933
images//185.png,0.016605
images//186.png,0.017099
images//187.png,0.016978
images//188.png,0.025457
images//189.png,0.016697
images//190.png,0.017082
images//191.png,0.016751
images//192.png,0.017029
images//193.png,0.024477
images//194.png,0.016629
images//195.png,0.016696
images//196.png,0.016879
images//197.png,0.024659
images//198.png,0.016884
images//199.png,0.017056
